0,1496754,0
1,84909594,0
2,1165403,0
3,91354446,0
4,85636932,0
5,1320109,0
6,91934646,0
7,121902070,0
8,92074399,0
9,1267960,0
10,86983900,0
11,126175418,0
12,2217988,0
13,94286814,0
14,3350813,0
15,93698338,0
16,5638515,0
17,5025479,0
18,1519548,0
19,85236141,0
20,90031211,0
21,85321841,0
22,86104621,0
23,93912574,0
24,2827979,0
25,1194751,0
26,95200862,0
27,3434677,0
28,1090598,0
29,5036212,0
30,124948470,0
31,124953293,0
32,92951495,0
33,93472959,0
34,88665300,0
35,92845614,0
36,89004040,0
37,125117541,0
38,94046831,0
39,4196544,0
40,87977328,0
41,94445791,0
42,2645421,0
43,4245323,0
44,120549121,0
45,3917422,0
46,124971004,0
47,94168326,0
48,5186262,0
49,90017564,0
50,88789695,0
51,1339742,0
52,91864662,0
53,125717341,0
54,91032878,0
55,123917769,0
56,92961895,0
57,88816236,0
58,2376903,0
59,122423248,0
60,4280684,0
61,90965118,0
62,4277125,0
63,88187436,0
64,88933289,0
65,94156769,0
66,125297642,0
67,90895501,0
68,83961456,0
69,1433015,0
70,125116076,0
71,2175667,0
72,88792073,0
73,93902966,0
74,95036372,0
75,85689155,0
76,88351891,0
77,1617686,0
78,124904104,0
79,93831708,0
80,85226220,0
81,92698108,0
82,92233089,0
83,94203060,0
84,88106523,0
85,124854833,0
86,2228348,0
87,85571918,0
88,1405605,0
89,1623567,0
90,87032555,0
91,5825205,0
92,3238462,0
93,91150159,0
94,3350664,0
95,3366124,0
96,5761897,0
97,4465818,0
98,124991818,0
99,85241215,0
100,85782335,0
101,122252787,0
102,121797536,0
103,4768256,0
104,6305878,0
105,125487135,0
106,2445382,0
107,5534867,0
108,1065514,0
109,90215699,0
110,1218118,0
111,93939330,0
112,122329804,0
113,1685262,0
114,3931390,0
115,84625812,0
116,84663178,0
117,94375304,0
118,120176405,0
119,92767426,0
120,3365927,0
121,90324500,0
122,88655497,0
123,125164128,0
124,1161619,0
125,83688231,0
126,1334403,0
127,1125213,0
128,92835550,0
129,125565417,0
130,88032143,0
131,85603153,0
132,84084766,0
133,1612177,0
134,122980158,0
135,126273258,0
136,88625218,0
137,5365026,0
138,84477058,0
139,85567704,0
140,91190962,0
141,92565614,0
142,2383208,0
143,85912794,0
144,88939257,0
145,90059169,0
146,121281083,0
147,125622197,0
